"database","scopus_id","openalex_id","title","journal","publication_year","doi","citations","abstract","authors","query_category"
"OpenAlex",NA,"https://openalex.org/W1928780026","Ethnic Policy in China Is Reform Inevitable?","ScholarSpace (University of Hawaii at Manoa)",2020,"https://doi.org/10.26181/605174a510a38",111,"Following significant interethnic violence beginning in 2008, Chinese intellectuals and policymakers are now engaged in unprecedented debate over the future direction of their country's ethnic policies. This study attempts to gauge current Chinese opinion on this once-secretive and still highly sensitive area of national policy.Domestic Chinese opinion on ethnic policies over the last five years is reviewed and implications for future policies under the new leadership of CPC Secretary General Xi Jinping are explored. Careful review of a wide spectrum of contemporary Chinese commentary identifies an emerging consensus for ethnic-policy reform. Leading public intellectuals, as well as some party officials, now openly call for new measures strengthening national integration at the expense of minority rights and autonomy. These reformers argue that divisive ethnic policies adopted from the former USSR must be replaced by those supporting an ethnic ""melting pot"" concept.Despite this important shift in opinion, such radical policy changes as ending regional ethnic autonomy or minority preferences are unlikely over the short-to-medium term. Small-yet-significant adjustments in rhetoric and policy emphasis are, however, expected as the party-state attempts to strengthen interethnic cohesiveness as a part of its larger agenda of stability maintenance.","James Leibold","political_party"
"OpenAlex",NA,"https://openalex.org/W4230416622","Think globally, act locally: Case study BSU summer school in Shanghai, China 2018","Journal of Advanced Research in Social Sciences and Humanities",2020,"https://doi.org/10.26500/jarssh-05-2020-0305",1,"Aim: This article focuses on the teaching and learning style, intercultural knowledge, and educational abilities as experienced by both; the Chinese students and faculty. Advancing the idea of world citizenship among college students coupled with the framework of decreasing state and federal funding for public education in the United States, scuffle for students, and strong academic desire for the internationalization of higher education, colleges and universities turned their attention to the world. As a medium-sized public institution, Bridgewater State University (BSU) was among the pioneering institutions to do both; signing partnership and working with a third-party organization in China to recruit students.Method: The analytical discussion analysis is based on a qualitative and quantitative methodology. Theories of interpersonal communication and the development of communication and management highlighted the international educational model KAP: Knowledge, Attitudes, and Practice in this article.Findings: The results show that the BSU summer program in Shanghai seems attractive to students from different parts of China. Student home universities and colleges in the U.S. and Canada have no issue recognizing, accepting, and transferring credits from American institutions such as Bridgewater State University and Canadian university summer programs.Implications/Novel Contribution: The significance of this case is 1) to showcase the innovative approach of BSU to provide academic opportunities for international students to complete a portion of required and elected courses that taught by BSU faculty, and 2) to avoid the cost of building and maintaining international campuses or branches abroad.","W.S. Chien; Jabbar Al-Obaidi","political_party"
"OpenAlex",NA,"https://openalex.org/W3026605383","Michael Harmel (1915-1974): A South African Communist and His Discourse","",2020,"https://doi.org/10.26686/wgtn.17144345",0,"&lt;p&gt;This thesis explores the life and work of a South African journalist, editor, and activist Michael Alan Harmel (1915–1974), a political mentor and friend of Nelson Mandela. A resolute believer in racial equality and Marxism-Leninism, Harmel devoted his life to fighting, with “the pen” as well as “the sword”, segregation and apartheid, and promoting an alliance of communists with the African National Congress as a stepping stone to socialism in South Africa. Part 1, after tracing his Jewish-Lithuanian and Irish family roots, follows Harmel from his birth to 1940 when, having joined the Communist Party of South Africa, he got married and was elected secretary of the District Committee in Johannesburg. The focus is on factors germane to the formation of his political identity. The narrative section is accompanied by an analytical sketch. This, using tools of close literary interpretation, catalogues Harmel’s core beliefs as they inscribed themselves in his journalism, histories, a sci-fi novel, party memoranda, and private correspondence. The objective is to delineate his ideological outlook, put to the test the assessment of Harmel—undeniably a skilled publicist—as a “creative thinker” and “theorist”, and determine his actual contribution to the liberation discourse.&lt;/p&gt;","Milan Oralek","political_party"
"OpenAlex",NA,"https://openalex.org/W4233407186","Managing the Natural Resource Sector: A Case Study of the Liquefied Natural Gas (LNG) project in Papua New Guinea","",2020,"https://doi.org/10.26686/wgtn.17144654",1,"&lt;p&gt;This research is a study of the Papua New Guinea (PNG) Liquefied Natural Gas (LNG) project, the country’s biggest single investment in the extractive industry. The focus of the research is on understanding the impact and effect of the project on the country and in particular the distribution of the revenue and the influences on the distribution of the revenue. An additional area that was also looked at was the financial transparency and accountability of these distributions. The research arose in direct response to the fact that Papua New Guinea (PNG), which is well endowed with a wide range of natural resources, does not seem to use its natural wealth effectively to improve the human development of its people. The exploitation of these resources has in fact been associated with recurring fiscal and monetary crises, concentrations of investment in the minerals and petroleum sector, no improvement in the basic public services, and corruption at all levels of government. There has also been a persistent rising level of socio-economic inequality in the immediate communities hosting major resource projects and increasing poverty in the urban areas and pockets of rural areas. The research took a case study approach and used a multi-disciplinary lens by looking at the political, economic and anthropological literature and gleaning from them propositions about the influences on the distribution of revenues. In particular the case was used to investigate propositions related to the “resources curse” hypothesis that, in the absence of good governance, developing country governments are at risk to economic and fiscal mismanagement and corruption from the availability of resource rents from extractive industries. The research gathered evidence from people from project-specific documents made available largely through social media, accessible budget papers, parliamentary proceedings (Hansard), Acts of Parliament, government policy edicts, statements and press releases and websites of key government departments, state owned enterprises and the companies involved in the project, and some interviews of key informants. The Extractive Industry Transparency Initiative (EITI) reports on PNG were also specifically examined. The project has been exporting LNG now since 2014. While the construction of the project had a significant effect on economic growth, wages and prices and the exchange rate, the longer-term effects are more contestable. Returns to the economy and government revenues have been lower than forecast due to lower prices but also the effect of tax concessions and debt servicing leading to flows offshore larger than forecast. The government and landowners were making decisions based on a flawed projection and information to the extent that the government has been unable to sequester any revenues in a Sovereign Wealth Fund. Continued volatility in petroleum prices has affected government budget planning but overoptimistic forecasting of revenues including from the PNG (LNG) project, particularly in 2014-16, led to ballooning deficits. For short-term political reasons, government budgeting has tended to over-commit to new spending during the commodity booms and be forced in the downswings into cutbacks damaging to public services and investment or to rapid increases in broadly defined public debt. Budgets also pre-committed project revenues to new public expenditure project. The key point was the lack of attention being given to the downside risks of revenue projections supplied by the operator. The politics of access to resource rents have played out in the form of relations between local landholders and the government and in how the executive power has been able to structure access to project revenues nationally. The project also has had a destabilizing effect on local society where local-national relations have influenced the national politics of resource rent distribution and conversely have been put under pressure over contestation of the project impacts and access to benefits. Further, landholders have to date not received their full financial entitlements from the project despite the promises being made by successive governments since 2009. There has been ongoing discontent amongst landholders. The lack of transparency about the use of project revenues, particularly those not accruing directly to the Public Account, has contributed to this discontent. The research also found the few key project agreements have been officially released but much information has its way into the public domain via social media. Budget-related information has been more plentiful but the EITI has been hampered by poor financial reporting by public organisations receiving and managing revenues. When project information does enter the public and government is forced to acknowledge it, it can influence how government conducts its business and makes decisions.&lt;/p&gt;","Elly Kinkin","political_party"
"OpenAlex",NA,"https://openalex.org/W3043624884","Interrogating the Nexus between Party Politics and Party Institutionalization in Nigeria","Review of Politics and Public Policy in Emerging Economies",2020,"https://doi.org/10.26710/rope.v2i1.1275",0,"This article critically examines the nature of party politics in Nigeria since the inception of the Fourth Republic. It contends that party politics in Nigeria's Fourth Republic is characterised by dysfunctional evolution of political parties, lack of unity and focus, electoral fraud, lack of internal party democracy, intergovernmental disharmony, political violence, ideological deficit, gross indiscipline and elite antagonism. The article is methodologically conceptual. Relevant secondary data comprising of journal articles, textbooks, workshop papers, and national dailies were consulted. The article discovered that party politics in Nigeria's Fourth Republic is highly defective and volatile, thus forestalling party institutionalization and, by extension, democratic stability. The article concludes with recommendations on how Nigeria's party politics could be redefined to facilitate party institutionalization and improve the quality of democratic governance","Alfa Patrick Innocent","political_party"
"OpenAlex",NA,"https://openalex.org/W4407372110","Assessing the Level of Employment in the Informal Sector of the Economy of Russian Regions Using Modern Machine Learning Methods","Review of Business and Economics Studies",2025,"https://doi.org/10.26794/2308-944x-2024-12-4-42-57",1,"The global trend is mass employment of the population in the informal sector of the economy. At the same time, only in economically developed countries of the world such workers have relatively good working conditions. At the current stage of development, Russia is among the group of actively economically developing countries of the world. Therefore, the improvement of the mechanism of state social protection of those employed in the informal sector of the economy remains an urgent relevant issue for our country, which, in turn, implies monitoring of the situation. The purpose of this study is to develop tools for such monitoring with the help of artificial intelligence (more precisely, modern machine learning methods ). According to the results of cluster analysis carried out using the k-means method in the Python programming language, it was found that in modern Russia there is a high degree of differentiation of regions by the level of employment in the informal sector of the economy. At the same time, most of the subjects of the Russian Federation are characterised by the same situation as in economically developing countries of Eastern Europe (Bosnia and Herzegovina, Serbia, Czech Republic). Four regions of Russia (from the North Caucasus Federal District) have an abnormally high level of employment in the informal sector of the economy comparable only with economically developing countries of Asia, Africa, North and South America. In the course of solving the classification problem using a modern machine learning method (LightGBM), the key factors affecting the level of employment in the informal sector of the economy of Russian regions were identified. According to the classification results, we can conclude that a cardinal change in the current situation is not expected in the future. Therefore, for modern Russia, it is necessary to improve the state social policy for a significant part of the regions. The results of the empirical study can be applied to improve the effectiveness of the state social policy of the Russian Federation. Thus, in particular, it will be possible to specify the amount of financial resources required for additional social support of the employed population of certain regions of our country.","A. N. Borisov; А. И. Бородин; Р. В. Губарев; E. I. Dzyuba; О. М. Куликова","political_party"
"OpenAlex",NA,"https://openalex.org/W4311236317","The Politics of the Electoral Act Amendment and the 2019 General Elections in Nigeria","Modern Africa Politics History and Society",2022,"https://doi.org/10.26806/modafr.v10i2.363",3,"Amending the 2010 Electoral Act before Nigeria’s 2019 general elections generated huge controversies. The determination of the legislature to get the Electoral Act amended and the refusal of the executive to grant assent to the Electoral Bill raises the question: In whose interest was the proposed amendment? The present article examines the political issues that surrounded the amendment of the Electoral Act vis-à-vis the 2019 elections in Nigeria. The article argues that the electoral amendment bill may not after all be in the interest of a credible election as each political party tried to manipulate the bill and the process of amendment to its advantage. The article is qualitative and theoretical and adopts the thematic analysis to draw contextual inferences. It also adopts the cartel party theory.","Oluwashina Moruf Adebiyi; Joseph Oludare Olowa","political_party"
"OpenAlex",NA,"https://openalex.org/W3030605604","Organizational Dynamics and Public Service Ethics in Nigeria","PINISI Discretion Review",2020,"https://doi.org/10.26858/pdr.v1i1.13628",2,"The selection of 'right man' for 'right job' and his/her orientation in administrative philosophy and social values need to be reinforced by effective systems for ethical administration as they create 'conducive' or 'non conducive' environment Numerous studies have indicated that organization climate and atmosphere will play a dominant role in influencing individuals with appropriate attitudes and skills. Keeping this in view, this work focuses on the important aspects of organization and their impact on ethical behavior of administrators. Some of the important issues raised are to what extent hierarchy influences ethical behavior. How rules and procedures influence administration. Whether ethics institutions and codes of conduct help achieve public service ethics? This method used in this research is context textual analysis.","Joseph Nkang Ogar; Nweake Christopher Ude","political_party"
"OpenAlex",NA,"https://openalex.org/W4361803185","Solidarity with the Fulfillment of Women's Political Representations in Indramayu Regency","Muwazah",2021,"https://doi.org/10.28918/muwazah.v13i1.3708",1,"In this study, it can be seen that the role of fellow women in supporting women to be involved in the political realm is a factor that can increase the value of women in women's involvement in politics in the Indramayu Regency. This research is descriptive qualitative research by describing the findings from various literature and previous studies in answering the research results. The survey results show that solidarity among women in increasing women's political participation in Indramayu Regency comes from a sense of unity among women who are members of a young women's organization called Fatayat Nahdlatul Ulama in fighting for women's rights. Friendship among women in Indramayu Regency is a form of strength between women who support politics by empowering women in the Indramayu Regency. Mutual trust among women in Indramayu Regency is an essential point in women's courage to join the world of politics. The interests that are fought for by women in Indramayu Regency are to advance women in various fields, including education, health, economy, social welfare, legal awareness, political education, and women's empowerment in Indramayu Regency. Empowering women can develop their potential and change a healthier political climate, and prepare women who are strong in politics, culture, economy, and education. This research limit is only looking at women's solidarity in supporting women's representation in politics in Indramayu Regency.","Herpita Wahyuni; Zuly Qodir; Danang Eko Prastya; Bilveer Singh","political_party"
"OpenAlex",NA,"https://openalex.org/W4285251574","Adoption of Mobile Commerce and Mobile Payments in Ghana: An Examination of Factors Influencing Public Servants","Interdisciplinary Journal of Information Knowledge and Management",2022,"https://doi.org/10.28945/4981",11,"Aim/Purpose: Mobile commerce adoption is low in developing countries; hence, public servants may not consider mobile commerce and mobile payments. Understanding the factors that influence mobile commerce and mobile payments in their context will aid in promoting those services. Background: The study investigates the factors that influence public servants’ mobile commerce and mobile payments in Ghana. Hence, it provides some understanding of the various aspects of mobile commerce and mobile payments adoption, such as acceptance, use, and eventual adoption into the user’s daily life, and how that affects their behaviour. Methodology: The research was conducted by surveying the factors influencing public servants’ adoption of mobile commerce and payments in Ghana. A cross-sectional survey was undertaken to put the research model to the test to measure the constructs and their relationships. Contribution: The study confirmed previous findings and created a new conceptual model for mobile commerce and mobile payment adoption and usage in the Ghanaian context. Findings: The variables of performance expectancy, trust, and facilitating conditions have a significant positive influence on behavioural intention. The factors of effort expectation and social influence have a significant negative impact. Price value and perceived reliability are latent variables that do not affect behavioural intention. Behavioural intention and facilitating conditions significantly influence the actual use behaviour of mobile commerce and mobile payment users. Recommendations for Practitioners: Mobile commerce is emerging as a new mode of transactions, with firms providing enabling platforms for users. Mobile commerce could become the most acceptable application for the next generation of mobile platform applications. This study offers insights into the fluidity of the mobile environment, with implications that spell out what will be effective mobile commerce services that will continue to be relevant. Mobile applications are attractive to people because they provide a better user experience. These mobile applications have been optimised to provide a fast, easy and delightful experience. Mobile commerce and mobile payment service providers can attract and retain more users if attention is paid to performance expectancy, trust, and facilitating conditions since they influence individuals’ decisions to adopt. Mobile technology is almost ubiquitous, influencing both online sales and in-store sales. With the right mobile commerce platform and features, businesses can expect to increase in-store and online sales, catering to a more extensive clientele. Mobile devices are the primary means that most customers use to look up information about products they see in stores, such as product reviews and pricing options. This study indicates that mobile commerce service providers can achieve a more extensive customer base by promoting performance expectancy, trust, and behavioural intentions. Recommendation for Researchers: Despite the numerous studies in the mobile commerce literature, few have used integrated models of perceived reliability, trust, and price value or methods to evaluate these factors in the emerging mobile commerce industry. Also, it combines mobile commerce and mobile payments, which very few that we know of have done. Impact on Society: Ghana is already in a cash-lite economy. Thus, the study is appropriate with the result of trust being a significant factor. It implies that people will begin using mobile commerce and mobile payments with a bit of drive to bring about this drive quickly. Future Research: Future research could further test the adapted model with moderating factors of age, gender, and education to delve deeper into the complexities of mobile commerce and mobile payments.","Albert Akanlisikum Akanferi; Isaac Asampana; Akwetey Henry Matey; Hannah Ayaba Tanye","political_party"
"OpenAlex",NA,"https://openalex.org/W4377289668","The Importance of Good Governance in the Government Organization","HighTech and Innovation Journal",2023,"https://doi.org/10.28991/hij-2023-04-01-06",19,"The intention of this research was to evaluate the influence of the implementation of good governance on the performance of one of the government organizations. The method used was a quantitative-descriptive with causality approach, which was then analyzed by PLS-SEM. The amount of the research sample was 303 of state civil apparatus at the Land Transportation Management Center throughout 38 provinces in Indonesia. The research findings explained that transparency has an impact on the increasing accountability and responsibility of government organizations but has no power to boost their performance. Accountability has an influence on increasing responsibility and the performance of an organization. Responsibility is also found to be effective in rebuilding the performance of government organizations. This research brings the latest issue to the surface. By linking all indicators of good governance factors, namely transparency-accountability, transparency-responsibility, and accountability-responsibility, which is rarely done in previous research that focused on the connection between good governance-performance. In addition to that, this research was also conducted at the Land Transportation Management Center throughout 38 provinces, so the level of accuracy would be high and had a huge impact on related government organizations in Indonesia. Doi: 10.28991/HIJ-2023-04-01-06 Full Text: PDF","R. Luki Karunia; Darmawansyah Darmawansyah; Kurnia Sari Dewi; Johan Hendri Prasetyo","political_party"
"OpenAlex",NA,"https://openalex.org/W3135335183","INEC AND Flawed Intra-Party Democracy In The 2019 General Elections In Nigeria: Implications For Democratic Consolidation","International Journal of Scientific and Research Publications",2021,"https://doi.org/10.29322/ijsrp.11.02.2021.p11003",0,"Discussions on electoral politics in Nigeria often revolve around the institutional weakness of Nigerian political parties including their disdain for internal democracy as a drawback of democratic consolidation in the country.","Enemaku Umar Idachaba; Ebenezer Makinde","political_party"
"OpenAlex",NA,"https://openalex.org/W3209732780","Views of Adolescent Bhutanese Refugees on Home Learning During School Shutdown Across the Period of COVID-19","Journal of Ethnic and Cultural Studies",2021,"https://doi.org/10.29333/ejecs/828",13,"The coronavirus (COVID-19) pandemic is now a global crisis, resulting in the intermittent closure of many schools, worldwide. The school closures are believed to have affected adolescents’ education, particularly for vulnerable adolescents including those from a refugee-background. The study explores the home learning experiences of adolescent Bhutanese refugees in Tasmania, Australia and draws on social capital theory to interpret findings. Interviews with adolescent Bhutanese refugees revealed four overarching themes: disengagement from learning, the experience of isolation, the complexity of family relationships and motivation through relationships. This article makes an important practical and theoretical contribution to home learning through challenging Putnam’s binary distinction between bonding and bridging and suggesting alternative conceptualisations based on the role of bonding in the creation of bridging social capital. These findings have potential implications for the development of mitigation measures to support refugee-background students under extraordinary circumstances.","Nabaraj Mudwari; Kim Beasy; Carol Murphy; Monica Cuskelly","political_party"
"OpenAlex",NA,"https://openalex.org/W4365801226","The Generation of Trust in Political Parties in Ghana","Africa Today",2021,"https://doi.org/10.2979/africatoday.68.2.04",10,"<br/>The level of political trust in a country is an important factor for the survival of its political system. Many democratic states have experienced declines in political trust. In Ghana, lack of trust in opposition parties and many public institutions is widespread. Ghanaians trust religious organizations and traditional authorities more than political parties and state institutions; it is, however, political parties that govern and implement public policy. So, what generates trust in Ghanaian parties and political trust more broadly? This article draws on ethnographic data and Afrobarometer survey data to answer this question. We argue that political trust in Ghana is strongly linked to a high degree of party loyalty and political partisanship, and therefore trust largely follows party affiliation. At the same time, factors such as economic performance in government and internal politics and fractions influence the generation of trust. Our analysis shows that political trust in Ghana largely reflects party loyalty but is influenced by a democratic ethos relating to government performance vis-à-vis citizens and internal party politics. This means that the understanding of political trust in Ghana (and elsewhere) must take into consideration the particular histories of political parties, as well as their relationship to power and control of public institutions, and not focus solely on government performance.","George M. Bob-Milliar","political_party"
"OpenAlex",NA,"https://openalex.org/W4403901049","Framing HIV and AIDS in competitive authoritarian democracies. Case study of the print press in Mozambique, 1986–2020","African Journal of AIDS Research",2024,"https://doi.org/10.2989/16085906.2024.2361003",0,"Mozambique has the sixth highest prevalence of HIV in the world and ranks fourth in new infections. The government-owned print press Notícias has played an important role in the social construction of HIV and AIDS in the country as it was entrusted with the role of disseminating HIV and AIDS information to the public since the outbreak of the pandemic in the country in 1986. Using Notícias’ articles and frame analysis perspective, the article analyses the way Notícias has framed HIV and AIDS in the country since the late 1980s. The choice of media results from the fact that the way a phenomenon is constructed influences the way it is understood, as well as the way people may behave before it. The study found that Notícias’ frames on HIV and AIDS have suffered from a threefold tension: the need to maintain the Frelimo government’s former centralised and grassroots-orientated socialist ideology of health services in the context of the liberal market; the need to balance the influence of the global multilateral and bilateral actors and the Frelimo government’s political interest of translating HIV and AIDS response to the Mozambican context; and the need to portray a nationalist and positive image of the government’s performance in HIV and AIDS response before Mozambique’s non-fully plausible societal practices for an effective HIV and AIDS response. In a top-down approach, Notícias’ frames reflect not only the African post-independence ancillary and nationalist role of government-owned print press but also the power of global actors. Less is done from the societal bottom-up perspective.","Araújo Domingos; Nina Wormbs; Urban Lundberg","political_party"
"OpenAlex",NA,"https://openalex.org/W3041659712","Blockchain Framework for Securing E-Learning System","International Journal of Advanced Trends in Computer Science and Engineering",2020,"https://doi.org/10.30534/ijatcse/2020/68932020",17,"This paper recommends a blockchain framework that secures the e-learning platform. The proposed framework was used to build a widely manageable and safe data delivery facility that will connect to existing educational data. Institutions can simply have amassed their data history without demanding a copy from central servers. The proposed blockchain framework enhances data security and removes trust concerns amongst users or between third-party institutions accessing applications and services. Data distribution can be used with smart contracts to warranty that institutions will continue to be in control of their data entrance, are alert of the source of collected data sources, and are up-to-date when their data is log on by others. Immutable audit logs are generated through data source and contact history to keep institutions informed of the time their data are retrieved. Blockchain has the potential that could provide a system with massive openness, online secure database that e-learning platforms needed. The blockchain can be implemented on different learning platforms based on the information security policies of the institutions.","Millicent N. Ubaka-Okoye","political_party"
"OpenAlex",NA,"https://openalex.org/W7166338030","Islamic Parties and the Arab State: Models of Institutional Interaction","The Journal of Political Theory Political Philosophy and Sociology of Politics Politeia",2026,"https://doi.org/10.30570/2078-5089-2026-120-1-161-184",0,"The article analyzes the role of Islamist parties in the Arab East beyond the established portrayals of them either as “enemies of stability” or, conversely, as “agents of democratization.” The goal is to show how Islamist parties are embedded in Arab party systems and how their interaction with the state is structured. The analysis is grounded in the classic theory of social cleavages developed by S.M.Lipset and S.Rokkan, adapted to the Middle Eastern context. The study argues that durable cleavages in the region run primarily along the “national project — Islam” and “center — periphery” lines, and that these cleavages are exacerbated by factors such as the division of Islam into “official” and “societal” forms and the dominance of the state. Methodologically, the article employs a structured, focused comparison of eight countries (Morocco, Jordan, Tunisia, Algeria, Egypt, Syria, Yemen, and Libya) using a most different systems design. The author uses the following four variables as parameters for the analysis: the dominant cleavage, the state’s strategy, the party’s organizational maturity, and the outcome of institutionalization. Based on the case studies, the author develops a typology of party-state relations: (1) controlled integration, (2) conflictual pluralization, (3) a fragmented system, and (4) repressive dominance. The article demonstrates that these interaction patterns are shaped by the form of religious legitimacy underpinning political authority, the state’s strategy of co-opting and/or excluding Islamist parties, and the degree of central state consolidation. The study refines our understanding of trajectories of party institutionalization in the Arab East and offers a transferable framework for analyzing Islamist parties in other world regions.","A.S. Kozintsev","political_party"
"OpenAlex",NA,"https://openalex.org/W3037470439","Coronavirus Disease Outbreak and the Supply Chain of Selected Small and Medium Manufacturing Enterprises in Kenya","International Journal of Business and Social Science",2020,"https://doi.org/10.30845/ijbss.v11n4a2",2,"The purpose of this study was to investigate the impact of Coronavirus disease outbreak on the supply chain of small and medium manufacturing enterprises in Kenya. The study established that 61.6% percent of the sampled firms have experienced disruption in their supply chain, with 63.7% of the sampled enterprises preparing to make adjustments including sending seasonal staff away until the situation improves. 54.5% are operating below usual capacity, while 98.5% of the sampled firms projected stock out on inputs. 63.6% have found it difficult to ship in products due to lack of pre-shipment inspectors who are unavailable due to government movement restrictions in source markets especially in China. The study concluded that Coronavirus disease pandemic has the potential to impact on Kenya's gross domestic product, the government's big four agenda and the sustainability development goals. The study recommends policy initiatives directed at supporting SMEs in Kenya.","Evans Mwasiaji; Ambrose Jagongo; James O. Ogutu","political_party"
"OpenAlex",NA,"https://openalex.org/W4322101222","Impact of influencers’ Facebook pages in cultivating fear and terror among youths during the COVID-19 pandemic","Online Journal of Communication and Media Technologies",2023,"https://doi.org/10.30935/ojcmt/13005",6,"Many research studies defined news pages that connect users with public affairs as social media influencers. This includes opinion leaders, journalists, media personnel, editors, and political experts. In this sense, news consumption on influencers’ Facebook pages can have the same cultivation impact as consuming news on any offline platform, particularly during times of threat. Within this, we aim to reexamine the cultivation theory in the context of social media. Thus, we explore the role of influencers on Facebook in cultivating threat perception among youths during the COVID-19 pandemic. Also, to examine the possible correlation between threat perception and favoring of more restrictive policies on Facebook news coverage. For this, we used the survey method (n=1,309) on youths aged 18-35 years in Egypt, Spain, and the USA. In this respect, our data revealed a significant relationship between news consumption on influencers’ Facebook pages and threat level. The more people consume news on influencers’ Facebook pages, the higher their threat perception is. Our findings also demonstrate that even though the cultivation assumption is valid in the context of Facebook, there are variations from the TV context postulation. Nowadays, people are aware of the effect of their news exposure on shaping their perception yet being aware did not mediate the cultivation effect.","Reham Gamal Ahmed Salem Omar; Andreu Casero-Ripollés","political_party"
"OpenAlex",NA,"https://openalex.org/W4285084093","Low-traffic neighbourhoods in Ealing: Contested policy making in a polycentric governance environment","",2022,"https://doi.org/10.31124/advance.20120411",2,"&lt;p&gt;Low-traffic neighbourhoods (LTNs) have become an unexpected political battle ground during the Covid-19 pandemic, becoming interwoven with contestations relating to special powers, democracy, traffic flow, and environmental and climate change related, targets. This article explores the politics surrounding the implementation of LTNs in Ealing as part of the Ealing Council streetspace Programme. In doing, it traces the implementation of nine, and the removal of eight, LTNs, the operation of civil society groups, protest marches, and petitions, inter and intra party political tensions, a High Court submission, and the downfall of the Leader of Ealing Council. Conceptually, it locates events in Ealing within a broader UK polycentric governance environment where policy is navigated within a dynamic environment featuring central, regional/city, and local state institutions, along with a multi-level judiciary and contested civil society. Didactic in nature, this article teases out learning points of broader applicability related to strategic communication, othering, and stakeholder engagement. It concludes by highlighting that the implementation of LTNs in Ealing should be considered a cautionary tale for those wishing to implement policies with an immediate impact on lived experiences at speed.&lt;/p&gt;","Peter Finn","political_party"
"OpenAlex",NA,"https://openalex.org/W4400420726","Fundamentals of State Sovereignty in Africa: Theoretical Perspective","Uchenie zapiski Instituta Afriki RAN",2024,"https://doi.org/10.31132/2412-5717-2024-67-2-9-23",0,"In the context of the ongoing scientific debate about the essence of state sovereignty and possible directions of its transformation, there is a need for a comprehensive analysis of regional specifics. Traditionally, the analysis of sovereignty was based on the historical experience of European states, and the Westphalian model of sovereignty was considered as almost universal. At the same time, this approach does not provide a much-needed framework for the local and regional specifics of sovereignty. Therefore, the purpose of this article is to identify and reveal the main characteristics of the sovereignty of African countries according to four parameters: integrity, immutability, carriers, and direction. Such an analysis will not only allow African political experience to fit into academic research, which still relies heavily on Western (European) cases of sovereignty. An important task of this article is also to show the features of sovereignty and variability of African states. The specificity of the sovereignty of African states is historically determined by the imposition of different types of sovereignty. Most of them were developed on the continent and were introduced from outside. This implies a noticeable variability in the practical implementation of sovereign rights and the specificity of the actual bearers of sovereignty. In contrast to Westphalian sovereignty, Africa has developed a wider range of sovereignty holders, which is not limited by formal state decision-making mechanisms. Due to the peculiarities of supranational integration and external borrowing, African countries have developed some constraints on external sovereignty and have retained the ability to deal with other states, including extra-regional ones. However, this process still has little impact on internal sovereignty due to its heterogeneity, multi-level nature, and complexity.","Ivan Loshkariov I.D.","political_party"
"OpenAlex",NA,"https://openalex.org/W4406807635","Soviet Aid in the Development of Secondary Education in Tanzania in 1960s–1980s","Uchenie zapiski Instituta Afriki RAN",2024,"https://doi.org/10.31132/2412-5717-2024-68-3-155-168",0,"Based on the documents of the State Archive of the Russian Federation, the article examines the issue of Soviet aid to Tanzania in the field of secondary education from the late 1960s to the mid-1980s. The bilateral relations between the USSR and Tanzania in the field of education were chosen as the research topic due to the growing relevance of studies of Russian-African relations in all fields, on the one hand, and to the insufficient study in Russian and global historiography, on the other hand. The analysis of Soviet aid to Tanzania is preceded by an overview of the reasons why the Tanzanian leadership made such a request. The principal reasons for the appeal for aid were the lack of local specialists in the field of education and the leftist orientation of the Tanzanian government. After lengthy negotiations, the USSR and Tanzania agreed to sign a contract in 1969 to send Soviet teachers to work in Tanzanian secondary schools. Under the agreement, the USSR provided Tanzanian secondary schools and colleges with teaching equipment and materials and offered financial and technical assistance to Tanzania in building secondary schools. While providing aid, the USSR encountered a number of problems, the solution of which fell primarily on the shoulders of the Soviet teachers dispatched to the country. According to the author of the article, the persistent difficulties that Soviet teachers and agencies had to deal with were directly related to the internal political situation in Tanzania, namely the prioritization of primary education and economic policy under the Ujamaa concept. Despite the fact that the aid provided by the Soviet Union was ultimately successful in achieving its intended goals, it was very limited in nature and influenced by trends in Tanzania’s domestic political life.","Alexey Lazarev","political_party"
"OpenAlex",NA,"https://openalex.org/W4214842972","The Effect of Sustained Transparency on Electoral Accountability","",2022,"https://doi.org/10.31219/osf.io/qwcek",6,"Transparency is expected to strengthen electoral accountability. Yet, initiatives disseminating politician performance information directly prior to elections have reported disappointing results. We argue that to be effective transparency needs to be sustained: the dissemination of politician performance information needs to occur early, regularly, and predictably throughout the term. Using a formal model of electoral accountability under non-programmatic and uneven party competition, we study how sustained transparency impacts a string of decisions by various actors in advance of elections: incumbents' running choices, party nomination strategies, and potential challengers' entry decisions. We show how these effects shape the candidate slate and ultimately electoral outcomes, conditional on incumbent performance and the incumbent party's relative strength. We test our theory using a field experiment involving 354 subnational constituencies in Uganda, and find robust support to the idea that sustained transparency can improve electoral accountability even in weakly institutionalized electoral settings.","Guy Grossman; Kristin Michelitch; Carlo Prato","political_party"
