"from","to"
"W4389921395","W1498339752"
"W4390562249","W2919820997"
"W4390620105","W1498339752"
"W4390734350","W2884459365"
"W4390779882","W2123295839"
"W4391066838","W1498339752"
"W4392079804","W1498339752"
"W4392345962","W2123295839"
"W4392598893","W1498339752"
"W4394942859","W2884459365"
"W4396834986","W2919820997"
"W4398251468","W1498339752"
"W4401431443","W1498339752"
"W4401774129","W1498339752"
"W4401845637","W2919820997"
"W4402321809","W2884459365"
"W4403014599","W1989435151"
"W4405189460","W1989435151"
"W4405314561","W2919820997"
"W4405566076","W1498339752"
"W4405566076","W2884459365"
"W4405617001","W2884459365"
"W4405649624","W2919820997"
"W4406198230","W2123295839"
"W4408540887","W2884459365"
"W4410806727","W2919820997"
"W4410812282","W1498339752"
"W4410857624","W2919820997"
"W4411171598","W2884459365"
"W4411260211","W2123295839"
"W4411485655","W2884459365"
"W4413535548","W2884459365"
"W4413593940","W2919820997"
"W66683714","W1498339752"
"W135053753","W1498339752"
"W2148636744","W1498339752"
"W2242552512","W1498339752"
"W1999453119","W1498339752"
"W3216414754","W1989435151"
"W1506747421","W1498339752"
"W2129585600","W1498339752"
"W2046146311","W2123295839"
"W1465804854","W1498339752"
"W1995683133","W1498339752"
"W2262549254","W1498339752"
"W2332883422","W2123295839"
"W2117669470","W1498339752"
"W2527119260","W1498339752"
"W2586442485","W2123295839"
"W2625758943","W1498339752"
"W2625758943","W2123295839"
"W2766186188","W1498339752"
"W2242201499","W1498339752"
"W266614735","W1498339752"
"W266614735","W2123295839"
"W2734707717","W1498339752"
"W2734707717","W2123295839"
"W2913533147","W1498339752"
"W40028794","W1498339752"
"W567377575","W1498339752"
"W58418969","W1498339752"
"W6795570","W1498339752"
"W777902385","W1498339752"
"W1605949917","W2123295839"
"W1986269466","W1498339752"
"W2010382758","W1498339752"
"W2033431299","W1498339752"
"W2112432895","W1498339752"
"W2119061164","W2123295839"
"W2119115255","W2123295839"
"W2184965881","W1498339752"
"W2329302917","W1498339752"
"W2612890107","W1498339752"
"W2617223958","W2123295839"
"W2743058814","W2123295839"
"W2810894846","W1498339752"
"W3012101325","W2123295839"
"W1483290157","W1498339752"
"W1593053488","W1498339752"
"W1606392057","W1498339752"
"W2017115590","W2123295839"
"W2035081515","W1498339752"
"W2057405237","W1498339752"
"W2058650464","W1498339752"
"W2062882010","W1498339752"
"W2100279275","W2123295839"
"W2110543478","W1498339752"
"W2179633566","W2123295839"
"W2186861250","W1498339752"
"W2212971947","W1498339752"
"W2276339706","W1498339752"
"W2331690149","W1498339752"
"W2344049991","W1498339752"
"W2399141310","W1498339752"
"W2402941565","W1498339752"
"W2464447799","W1498339752"
"W2492100327","W1498339752"
"W2554882610","W1498339752"
"W2596393913","W1498339752"
"W2622770824","W1498339752"
"W2622770824","W2123295839"
"W2625263655","W1498339752"
"W2625263655","W2123295839"
"W2755621011","W1498339752"
"W2771572696","W1498339752"
"W2794621398","W1498339752"
"W287627754","W1498339752"
"W287627754","W2123295839"
"W2890921533","W1989435151"
"W2902936482","W1498339752"
"W2973618757","W2884459365"
"W3047445221","W1498339752"
"W3129860108","W1498339752"
"W4301797568","W1498339752"
"W4401784879","W1498339752"
"W650685159","W2123295839"
"W80672979","W1498339752"
"W1493261298","W1498339752"
"W1502998858","W1498339752"
"W1511851106","W1498339752"
"W1522650106","W2123295839"
"W1534265879","W1498339752"
"W1583399272","W1498339752"
"W1606737715","W1498339752"
"W172883432","W1498339752"
"W1810808880","W1498339752"
"W1936633951","W1989435151"
"W195612392","W1498339752"
"W1974332493","W2123295839"
"W2003101938","W1498339752"
"W2021393700","W1498339752"
"W2033578950","W1498339752"
"W2055643249","W1498339752"
"W2064606803","W2123295839"
"W2130064427","W1498339752"
"W2166617338","W1498339752"
"W2222080788","W1498339752"
"W2224416248","W2123295839"
"W2258969973","W1498339752"
"W2479684917","W1498339752"
"W2494649415","W1498339752"
"W2503854307","W1498339752"
"W2510061334","W2123295839"
"W2522716780","W1498339752"
"W2524466702","W1498339752"
"W2525921292","W1498339752"
"W2560705505","W1498339752"
"W2560807834","W1498339752"
"W2584012544","W1498339752"
"W2622387314","W1498339752"
"W2622387314","W2123295839"
"W2626794574","W1498339752"
"W2626794574","W2123295839"
"W2721712409","W1498339752"
"W2721712409","W2123295839"
"W2738426164","W1498339752"
"W2738426164","W2123295839"
"W275367337","W1498339752"
"W276498248","W1498339752"
"W2773890950","W1498339752"
"W2781136188","W2123295839"
"W2784513037","W1498339752"
"W2785555187","W1498339752"
"W2793166015","W2123295839"
"W2806111615","W1498339752"
"W2883394294","W1498339752"
"W2893377332","W1498339752"
"W2897855859","W1498339752"
"W2899088755","W1498339752"
"W2905132906","W1498339752"
"W2911284239","W2123295839"
"W2911429683","W2123295839"
"W2984392920","W2123295839"
"W3002160574","W2884459365"
"W3012328919","W1989435151"
"W3014350905","W2123295839"
"W3112547024","W2884459365"
"W3114378099","W2884459365"
"W3184066336","W1498339752"
"W3184066336","W2884459365"
"W3201562793","W2123295839"
"W3201951888","W2123295839"
"W4200004941","W1498339752"
"W4200580444","W2884459365"
"W4206326266","W2123295839"
"W4206498127","W2884459365"
"W4210713845","W1498339752"
"W4249700493","W2123295839"
"W4253740420","W1498339752"
"W4254232980","W2123295839"
"W4283163595","W1989435151"
"W4312193270","W2919820997"
"W4312806648","W2884459365"
"W4365147391","W2884459365"
"W4366594789","W2884459365"
"W4381058650","W1498339752"
"W4388338464","W1498339752"
"W4388338464","W2919820997"
"W72943474","W1498339752"
"W93373435","W1498339752"
"W105696333","W2123295839"
"W140382343","W1498339752"
"W1503101660","W2123295839"
"W1537031392","W1498339752"
"W1544382629","W2123295839"
"W1552430016","W2123295839"
"W155571234","W1498339752"
"W1563467449","W2123295839"
"W1568593779","W2123295839"
"W1578549146","W1498339752"
"W1589898216","W1498339752"
"W1696242853","W1498339752"
"W1737354519","W1498339752"
"W186454558","W1498339752"
"W190112741","W2123295839"
"W1903706471","W1498339752"
"W1970591054","W1498339752"
"W1970591054","W2123295839"
"W1985825785","W1498339752"
"W1991897661","W1498339752"
"W2003705478","W1498339752"
"W203616193","W1498339752"
"W2067333883","W1498339752"
"W2070818174","W1498339752"
"W2106488194","W1498339752"
"W210973257","W1498339752"
"W2148135412","W2123295839"
"W2148761948","W1498339752"
"W2151816968","W1498339752"
"W2181354466","W1498339752"
"W2182017463","W1498339752"
"W2189215415","W1498339752"
"W2226087096","W1498339752"
"W2230573036","W2123295839"
"W2259621516","W1498339752"
"W2259621516","W1989435151"
"W2276041837","W1498339752"
"W2299852170","W2123295839"
"W2326331315","W1498339752"
"W2339946833","W2123295839"
"W2346610268","W1498339752"
"W2477420232","W1498339752"
"W2489569134","W1498339752"
"W2490162046","W1498339752"
"W2492961896","W1498339752"
"W2497802757","W1498339752"
"W2502069580","W1498339752"
"W2502508791","W1498339752"
"W2503508263","W1498339752"
"W2519294873","W1498339752"
"W2519576826","W2123295839"
"W2524678145","W1498339752"
"W2524678145","W1989435151"
"W2526839888","W1498339752"
"W2553928750","W2123295839"
"W2565967761","W1498339752"
"W2604926610","W1989435151"
"W2623841666","W1498339752"
"W2623841666","W2123295839"
"W2626755425","W1498339752"
"W2626755425","W2123295839"
"W2638456221","W1498339752"
"W2638456221","W2123295839"
"W2769600544","W1498339752"
"W2778117030","W1498339752"
"W2784568831","W1498339752"
"W2793249262","W1498339752"
"W2793935329","W1498339752"
"W2796537816","W1989435151"
"W2810548235","W1498339752"
"W2884188241","W1498339752"
"W2886942163","W1498339752"
"W2905491258","W1498339752"
"W2914311489","W1989435151"
"W2944414506","W1498339752"
"W2962836435","W1498339752"
"W2973521315","W2123295839"
"W2974164173","W2884459365"
"W2974678256","W2884459365"
"W2999983419","W2123295839"
"W3009215330","W1498339752"
"W3011061631","W1498339752"
"W3026764873","W1498339752"
"W3044954719","W1498339752"
"W3045145166","W1989435151"
"W3080171997","W1989435151"
"W3088962862","W2123295839"
"W3090841347","W1498339752"
"W3091777830","W2123295839"
"W3097416046","W1498339752"
"W3113448975","W1989435151"
"W3155768202","W1498339752"
"W3163913617","W1989435151"
"W3175720741","W1498339752"
"W3195263293","W2123295839"
"W4210687774","W2123295839"
"W4210986080","W1498339752"
"W4213069143","W1498339752"
"W4213316287","W2123295839"
"W4224280190","W1498339752"
"W4224280190","W2919820997"
"W4224306799","W1498339752"
"W4224306799","W2919820997"
"W4226471817","W1989435151"
"W4239638744","W1498339752"
"W4248357225","W1498339752"
"W4256587544","W1498339752"
"W4292060308","W1498339752"
"W4292411115","W2123295839"
"W4292457503","W1989435151"
"W4292457503","W2919820997"
"W4296375679","W1498339752"
"W4302373019","W1989435151"
"W4302620981","W1989435151"
"W4311820090","W2884459365"
"W4317209105","W2884459365"
"W4317931182","W2123295839"
"W4318682979","W1498339752"
"W4328021785","W1498339752"
"W4380372117","W2884459365"
"W4383112378","W2919820997"
"W4386828187","W2123295839"
"W4387120376","W1498339752"
"W4388379170","W1989435151"
"W4389791909","W2919820997"
"W4390016725","W1498339752"
"W4390343168","W1498339752"
"W4393222965","W2123295839"
"W4398251246","W1498339752"
"W840311061","W1498339752"
"W1449100532","W1498339752"
"W1735580162","W1498339752"
"W2183046480","W1498339752"
"W2588833893","W2123295839"
"W2792580295","W1498339752"
"W2892213923","W2123295839"
"W3026107888","W1498339752"
"W3186197712","W1498339752"
"W4302389097","W1498339752"
"W2483961605","W1498339752"
"W2797202416","W2123295839"
"W2914696383","W1498339752"
"W2604584490","W2123295839"
"W2511847490","W2123295839"
"W2099273014","W2123295839"
"W2923153211","W2123295839"
"W2781670047","W2123295839"
"W2134002879","W2123295839"
"W2884418918","W1989435151"
"W4210962993","W1498339752"
"W45409534","W1498339752"
"W65818732","W1498339752"
"W2103094896","W2123295839"
"W3122873905","W2123295839"
"W3122773385","W2123295839"
"W2243625314","W1989435151"
"W1674349757","W1498339752"
"W3136201679","W1989435151"
"W4290943727","W1498339752"
"W2612544790","W1498339752"
"W178400874","W2123295839"
"W2105430520","W2123295839"
"W4211134257","W1498339752"
"W1917134622","W1989435151"
"W611449171","W1498339752"
"W53924778","W1498339752"
"W2137637698","W1498339752"
"W2560928351","W2123295839"
"W2198008757","W2123295839"
"W1527011042","W1498339752"
"W2771425905","W1989435151"
"W2737312956","W1989435151"
"W3185386146","W1498339752"
"W1485181311","W2123295839"
"W2266274674","W2123295839"
"W2131674041","W1498339752"
"W2585636274","W2123295839"
"W4246160699","W1498339752"
"W1499954259","W2123295839"
"W1890592572","W1498339752"
"W2199003452","W1498339752"
"W2288560228","W1498339752"
"W2338032236","W2123295839"
"W2769017101","W1989435151"
"W3122601267","W2123295839"
"W144868849","W1498339752"
"W1564853606","W2123295839"
"W181240433","W2123295839"
"W2043095560","W1498339752"
"W2152575071","W1498339752"
"W2276041485","W1498339752"
"W2283059685","W1498339752"
"W2297253538","W1498339752"
"W2727356642","W1498339752"
"W2763324703","W2123295839"
"W3035857251","W2123295839"
"W780149344","W1498339752"
"W80324652","W1498339752"
"W1525775398","W1498339752"
"W1764638186","W2123295839"
"W2410215186","W1498339752"
"W2485169197","W1498339752"
"W2752726169","W1989435151"
"W3039366914","W2919820997"
"W3173515602","W2884459365"
"W4233596581","W1498339752"
"W45636641","W2123295839"
"W800963653","W1498339752"
"W96394889","W1498339752"
"W1488851418","W1498339752"
"W1523903480","W1498339752"
"W1525335899","W1498339752"
"W1539371253","W2123295839"
"W2018738011","W2123295839"
"W2105145361","W1498339752"
"W2117547643","W2123295839"
"W2143615448","W2123295839"
"W2157945970","W1498339752"
"W2171865344","W1498339752"
"W2264083729","W1498339752"
"W2354732899","W1498339752"
"W2585039992","W1498339752"
"W2595962505","W1498339752"
"W2789972952","W2123295839"
"W3125966375","W1498339752"
"W3153782298","W2123295839"
"W3196396159","W2123295839"
"W4211118955","W1498339752"
"W4236656862","W1498339752"
"W4241045207","W1498339752"
"W4387932222","W2884459365"
"W4394882848","W2123295839"
"W117067413","W1498339752"
"W1501486295","W1498339752"
"W1530213690","W1498339752"
"W1552742799","W1498339752"
"W1592724928","W1498339752"
"W159432547","W1498339752"
"W1598996725","W1498339752"
"W1605396434","W1498339752"
"W1918742437","W1498339752"
"W2059271463","W1498339752"
"W206160175","W2123295839"
"W2119609115","W1498339752"
"W2134426251","W2123295839"
"W2181685822","W1498339752"
"W2189108069","W2123295839"
"W2196734238","W2123295839"
"W2209342238","W2123295839"
"W2224417498","W2123295839"
"W2240554357","W1498339752"
"W2270226310","W2123295839"
"W2287684751","W2123295839"
"W2289349938","W2123295839"
"W2397595702","W2123295839"
"W2461455480","W1498339752"
"W2477529019","W1498339752"
"W2492962068","W1498339752"
"W2528972342","W2123295839"
"W2791006253","W1498339752"
"W2793542498","W1498339752"
"W2950510113","W2123295839"
"W3042194709","W1498339752"
"W3088021696","W2123295839"
"W3124773632","W1498339752"
"W3124878739","W1498339752"
"W4205329439","W2123295839"
"W4206348972","W2123295839"
"W4210968703","W1498339752"
"W4210983536","W2123295839"
"W4212823697","W2123295839"
"W4230218840","W1498339752"
"W4242593334","W1498339752"
"W4290944256","W1498339752"
"W4293808608","W2919820997"
"W4390963963","W1989435151"
"W4400576512","W1498339752"
"W4400963171","W1498339752"
"W4401632638","W1498339752"
"W590858020","W1498339752"
"W59571412","W1498339752"
"W933819261","W2123295839"
"W102164537","W2123295839"
"W103419900","W1498339752"
"W103545310","W2123295839"
"W104164860","W2123295839"
"W106820932","W2123295839"
"W1197321203","W1498339752"
"W124045465","W1498339752"
"W1480699617","W2123295839"
"W148138695","W2123295839"
"W1486688343","W1498339752"
"W1488823061","W1498339752"
"W1489459535","W1498339752"
"W1493902095","W1498339752"
"W1502534353","W2123295839"
"W151667695","W1498339752"
"W1516892603","W2123295839"
"W1518961914","W2123295839"
"W1519387578","W2123295839"
"W1536218770","W1498339752"
"W1538569575","W1498339752"
"W1551041057","W1498339752"
"W1557844595","W1498339752"
"W1559148928","W1498339752"
"W1560388974","W2123295839"
"W1564182013","W1498339752"
"W1571359161","W1498339752"
"W1575104269","W1498339752"
"W1575108659","W1498339752"
"W1586329527","W1498339752"
"W1590641144","W2123295839"
"W1591654698","W1498339752"
"W1633190702","W1498339752"
"W1635406552","W1498339752"
"W1639021170","W1498339752"
"W166964200","W2123295839"
"W176152802","W1498339752"
"W17768297","W2123295839"
"W1796481275","W1498339752"
"W1824124221","W1498339752"
"W1826082793","W1989435151"
"W182817267","W2123295839"
"W1844446763","W2123295839"
"W1869241308","W1498339752"
"W1886717359","W1498339752"
"W1896577596","W1498339752"
"W192070935","W1498339752"
"W192070935","W2123295839"
"W1922691680","W2123295839"
"W192624913","W2123295839"
"W193885545","W2123295839"
"W1952022518","W2123295839"
"W1979966912","W1498339752"
"W2010961080","W1498339752"
"W2048753459","W1498339752"
"W20854663","W1498339752"
"W2085833654","W1498339752"
"W2099324572","W2123295839"
"W2099801930","W1498339752"
"W2108660672","W1498339752"
"W2116376276","W1498339752"
"W2119999562","W1498339752"
"W2122108625","W1498339752"
"W2123221362","W2123295839"
"W2124266506","W2123295839"
"W2124670953","W1498339752"
"W2125664111","W1498339752"
"W2128644599","W2123295839"
"W2130038166","W1498339752"
"W2133350382","W1498339752"
"W2144591097","W1498339752"
"W2146285200","W1498339752"
"W2147315626","W1498339752"
"W2147479146","W2123295839"
"W2150895638","W2123295839"
"W2151026987","W2123295839"
"W2162309656","W2123295839"
"W2181406193","W2123295839"
"W2183460128","W1989435151"
"W2183525331","W1498339752"
"W2183782518","W1498339752"
"W2184041382","W1498339752"
"W2185391272","W1498339752"
"W2186379959","W2123295839"
"W2187262164","W1498339752"
"W2187619366","W1498339752"
"W2188229426","W1498339752"
"W2188641664","W2123295839"
"W2188908426","W1498339752"
"W2206872546","W1498339752"
"W2210018001","W1498339752"
"W2210482467","W2123295839"
"W2220049745","W2123295839"
"W2220909486","W2123295839"
"W2220988649","W2123295839"
"W2226710912","W1498339752"
"W2233378233","W2123295839"
"W2237475529","W2123295839"
"W2239254677","W1498339752"
"W2244868420","W1498339752"
"W2253941446","W1498339752"
"W2259696209","W1498339752"
"W2266373296","W1498339752"
"W2270083429","W1498339752"
"W2271681511","W2123295839"
"W2280590604","W2123295839"
"W2284945798","W1498339752"
"W2285481791","W2123295839"
"W2288271477","W1498339752"
"W2288820342","W2123295839"
"W2289884873","W1498339752"
"W2290694085","W1498339752"
"W2295864624","W1498339752"
"W2309001825","W1498339752"
"W2314043211","W1498339752"
"W2327584396","W2123295839"
"W2328016651","W2123295839"
"W2330404233","W1498339752"
"W2336319486","W1498339752"
"W2337688297","W2123295839"
"W2337814391","W1498339752"
"W2337822652","W1498339752"
"W2339129439","W1498339752"
"W2340074902","W2123295839"
"W2341846834","W1498339752"
"W2346996139","W1498339752"
"W2361553550","W1498339752"
"W2396164806","W1498339752"
"W2399192348","W1498339752"
"W2401455779","W1498339752"
"W2402693983","W1498339752"
"W2409136031","W2123295839"
"W2410721708","W2123295839"
"W2417673232","W1989435151"
"W2418929833","W2123295839"
"W2461897595","W1498339752"
"W2468613274","W1989435151"
"W2470356337","W1498339752"
"W2470680822","W1498339752"
"W2472817494","W1989435151"
"W2476489556","W2123295839"
"W2477731035","W2123295839"
"W2478843507","W2123295839"
"W2478969105","W1498339752"
"W2479986909","W1498339752"
"W2480730706","W1498339752"
"W2480822855","W1498339752"
"W2481152564","W2123295839"
"W2481674841","W1498339752"
"W2481888073","W1498339752"
"W2481955403","W1498339752"
"W2482563658","W1498339752"
"W2484409355","W2123295839"
"W2485560983","W1498339752"
"W2486691502","W1498339752"
"W2487063152","W1498339752"
"W2488023394","W1498339752"
"W2488310871","W1498339752"
"W2489041609","W1498339752"
"W2489184917","W1498339752"
"W2490190812","W1498339752"
"W2491518294","W1498339752"
"W2492470060","W1498339752"
"W2493128415","W1498339752"
"W2493494647","W1498339752"
"W2494013639","W1498339752"
"W2494249382","W1498339752"
"W2495564695","W1498339752"
"W2495738467","W1498339752"
"W2498850404","W1498339752"
"W2499881604","W1498339752"
"W2500806996","W1498339752"
"W2502231997","W2123295839"
"W2502451026","W2123295839"
"W2502781641","W1498339752"
"W2502782829","W1498339752"
"W2503106972","W1498339752"
"W2504449941","W2123295839"
"W2505450555","W2123295839"
"W2505762249","W1498339752"
"W2505793864","W1498339752"
"W2506123070","W1498339752"
"W2506405222","W1498339752"
"W2506409369","W1498339752"
"W2513816458","W2123295839"
"W2516067593","W2123295839"
"W2516236879","W2123295839"
"W2518732102","W1498339752"
"W2519748502","W2123295839"
"W2519922812","W1498339752"
"W2520146699","W1498339752"
"W2521616195","W1498339752"
"W2522984891","W1498339752"
"W2525748130","W1498339752"
"W2526098023","W1498339752"
"W2528993519","W2123295839"
"W2541199419","W1498339752"
"W2542870211","W1498339752"
"W2548149010","W1498339752"
"W2549259445","W1989435151"
"W2550282792","W1498339752"
"W2556488095","W2123295839"
"W2558928419","W2123295839"
"W2561191798","W1498339752"
"W2562186748","W1498339752"
"W2570712401","W1498339752"
"W2587196269","W1498339752"
"W2588566120","W1498339752"
"W2594109686","W1498339752"
"W2598539030","W2123295839"
"W2598590299","W1498339752"
"W2604938931","W2123295839"
"W2607185740","W1498339752"
"W2616715488","W1498339752"
"W2621519648","W2123295839"
"W265751430","W1498339752"
"W2678606790","W1498339752"
"W2678606790","W2123295839"
"W267956085","W2123295839"
"W2724415521","W1498339752"
"W2725943353","W1498339752"
"W2738876119","W1498339752"
"W2739501519","W1498339752"
"W2740586959","W1498339752"
"W2740741115","W1498339752"
"W2741794266","W1498339752"
"W2741888934","W2123295839"
"W2742073038","W1498339752"
"W2745841079","W1989435151"
"W2751415775","W1989435151"
"W2752426094","W1498339752"
"W2755442146","W2123295839"
"W2755502178","W1989435151"
"W275845975","W1498339752"
"W2767808657","W1498339752"
"W2769038452","W1498339752"
"W276948547","W2123295839"
"W2776697684","W1498339752"
"W2777486146","W1989435151"
"W2780394133","W1989435151"
"W2780777294","W2123295839"
"W2780784008","W2123295839"
"W2781684451","W1498339752"
"W2787819452","W1498339752"
"W2791307846","W1498339752"
"W2791768274","W1498339752"
"W2791991231","W2123295839"
"W2792649917","W2123295839"
"W2802929099","W2123295839"
"W2804500400","W1498339752"
"W2807250219","W2123295839"
"W2819758998","W2123295839"
"W2858127173","W1498339752"
"W2891278014","W1498339752"
"W2894157876","W1498339752"
"W2895951819","W1498339752"
"W2897798247","W1498339752"
"W2898442486","W1498339752"
"W2913105403","W2123295839"
"W2913120436","W2884459365"
"W2916168432","W1498339752"
"W2936846466","W1989435151"
"W2945157361","W1498339752"
"W2945475565","W1498339752"
"W2947652393","W2123295839"
"W2950659811","W2123295839"
"W2952774442","W2123295839"
"W2954752380","W1498339752"
"W2962788375","W1498339752"
"W2966859395","W2123295839"
"W2969640664","W2123295839"
"W2970365279","W1498339752"
"W2970984156","W1498339752"
"W2971203997","W1498339752"
"W2973558191","W2884459365"
"W2973596146","W2884459365"
"W2973628069","W2884459365"
"W2973705712","W2884459365"
"W2973739264","W2884459365"
"W2973855666","W2884459365"
"W2974617814","W2884459365"
"W2974650018","W2884459365"
"W2988496905","W1498339752"
"W2991218687","W1498339752"
"W2992595714","W1498339752"
"W2993952439","W2123295839"
"W2998618682","W1498339752"
"W2999834204","W2123295839"
"W3014555479","W2123295839"
"W3014661768","W2123295839"
"W3014737876","W1498339752"
"W3015426909","W2123295839"
"W3015802251","W2123295839"
"W3021015180","W2123295839"
"W3021925141","W2123295839"
"W302475012","W2123295839"
"W30255713","W1498339752"
"W3033176652","W1498339752"
"W3034911610","W1498339752"
"W3037821765","W1498339752"
"W3048627360","W2919820997"
"W3081946184","W2123295839"
"W3083824532","W1498339752"
"W3084070147","W2123295839"
"W3089067277","W1498339752"
"W3093479607","W2123295839"
"W3093639475","W2123295839"
"W3093699796","W2123295839"
"W3093706985","W2123295839"
"W3093724697","W2123295839"
"W3093860934","W2123295839"
"W3093929939","W2123295839"
"W3093985634","W2123295839"
"W3094112851","W2123295839"
"W3094123053","W2123295839"
"W3094215912","W2123295839"
"W3094258668","W2123295839"
"W3094269586","W2123295839"
"W3094510272","W2123295839"
"W3094526581","W2123295839"
"W3094616273","W2123295839"
"W3094917190","W1498339752"
"W3107126591","W1498339752"
"W3111715975","W1989435151"
"W3118673321","W1498339752"
"W3119429993","W1989435151"
"W3121136803","W1498339752"
"W3121221053","W1498339752"
"W3122622019","W1498339752"
"W3122682580","W1498339752"
"W3123585059","W1498339752"
"W3123921875","W1498339752"
"W3123975248","W2123295839"
"W3124193572","W1498339752"
"W3124414706","W1498339752"
"W3124481965","W1498339752"
"W3125390075","W1498339752"
"W3132072182","W2919820997"
"W3132880101","W2919820997"
"W3135122976","W2919820997"
"W3135589662","W2123295839"
"W3136028268","W2884459365"
"W3139950316","W1989435151"
"W3142116077","W1989435151"
"W3143338278","W2123295839"
"W3143928983","W2123295839"
"W3145019025","W1989435151"
"W3145551838","W2123295839"
"W3146664633","W1989435151"
"W3146967386","W1498339752"
"W3148322149","W1498339752"
"W3148537909","W1989435151"
"W3148589078","W2123295839"
"W3149546053","W2123295839"
"W3150203687","W1498339752"
"W3152924642","W1498339752"
"W3153710018","W2123295839"
"W3154195707","W2123295839"
"W3156705564","W1989435151"
"W3157170043","W1498339752"
"W3159614231","W1498339752"
"W3160059334","W1989435151"
"W3160155058","W1498339752"
"W3160990705","W2123295839"
"W3161332088","W2123295839"
"W3161873102","W1498339752"
"W3161962559","W1989435151"
"W3161996813","W1989435151"
"W3162249828","W2919820997"
"W3163278289","W2123295839"
"W3163746953","W2123295839"
"W3163775563","W1989435151"
"W3164731874","W1498339752"
"W3165994892","W2123295839"
"W3166511030","W2123295839"
"W3167147404","W2123295839"
"W3167215791","W2884459365"
"W3167410710","W2123295839"
"W3167469115","W2123295839"
"W3168079787","W1989435151"
"W3168127706","W2123295839"
"W3168879469","W2123295839"
"W3169566575","W1498339752"
"W3169661347","W1498339752"
"W3169926199","W1498339752"
"W3170178338","W2123295839"
"W3170425813","W2123295839"
"W3170598552","W1498339752"
"W3171735241","W1498339752"
"W3171846762","W2123295839"
"W3172100664","W1989435151"
"W3172318345","W2123295839"
"W3172322485","W2123295839"
"W3172553268","W2123295839"
"W3173104388","W2123295839"
"W3174189791","W1498339752"
"W3175810717","W1498339752"
"W3176831839","W1498339752"
"W3177323129","W2123295839"
"W3181188970","W1498339752"
"W3182742180","W2884459365"
"W3183469845","W1498339752"
"W3183725154","W1989435151"
"W3188927625","W1989435151"
"W3191748426","W1498339752"
"W3193153643","W2123295839"
"W3196640974","W1498339752"
"W3197028296","W2123295839"
"W3197145805","W1989435151"
"W3199073865","W1498339752"
"W3199148125","W2123295839"
"W3199249085","W1498339752"
"W3199803195","W1498339752"
"W3199938909","W2884459365"
"W3200011082","W1498339752"
"W3200119980","W2123295839"
"W3200123408","W2123295839"
"W3200321472","W2123295839"
"W3200507353","W2123295839"
"W3200925495","W1498339752"
"W3201077093","W1498339752"
"W3201189473","W1498339752"
"W3201511996","W2123295839"
"W3201575612","W2123295839"
"W3201634580","W1498339752"
"W3202729670","W1498339752"
"W3202900557","W1498339752"
"W3202900557","W2123295839"
"W3204537308","W1498339752"
"W3212588854","W2123295839"
"W3213573030","W2123295839"
"W3213748942","W2123295839"
"W3214197465","W1498339752"
"W3216443495","W1498339752"
"W359393058","W1498339752"
"W41791165","W1498339752"
"W4200033510","W2919820997"
"W4200218555","W1498339752"
"W4205323204","W2123295839"
"W4205631128","W2123295839"
"W4205672807","W2123295839"
"W4205876837","W2123295839"
"W4205922176","W1498339752"
"W4206036815","W2123295839"
"W4206222276","W1498339752"
"W4206242051","W2123295839"
"W4206247266","W2123295839"
"W4206452896","W2123295839"
"W4206461979","W2123295839"
"W4206510098","W2123295839"
"W4206576308","W2123295839"
"W4206576479","W2123295839"
"W4206655579","W2123295839"
"W4207021313","W1498339752"
"W4210745369","W2123295839"
"W4210750182","W1498339752"
"W4210955097","W1498339752"
"W4210958132","W1498339752"
"W4210959234","W1498339752"
"W4210968270","W1498339752"
"W4210970290","W2123295839"
"W4210970820","W2123295839"
"W4210971813","W1498339752"
"W4210974659","W2123295839"
"W4210984330","W2123295839"
"W4210985186","W2123295839"
"W4210990101","W1498339752"
"W4210991665","W1498339752"
"W4210995321","W2123295839"
"W4211004061","W1498339752"
"W4211005810","W2123295839"
"W4211014094","W1498339752"
"W4211017901","W1498339752"
"W4211019254","W1989435151"
"W4211030156","W1498339752"
"W4211031724","W1498339752"
"W4211037820","W1498339752"
"W4211039849","W1498339752"
"W4211053537","W2123295839"
"W4211054046","W1989435151"
"W4211054215","W2123295839"
"W4211055241","W2123295839"
"W4211055407","W1498339752"
"W4211056345","W1498339752"
"W4211056352","W2123295839"
"W4211056642","W1498339752"
"W4211057536","W1498339752"
"W4211060325","W2123295839"
"W4211062809","W2123295839"
"W4211065234","W1498339752"
"W4211072558","W2123295839"
"W4211082711","W2123295839"
"W4211083476","W1498339752"
"W4211084198","W1498339752"
"W4211084291","W2123295839"
"W4211085078","W1498339752"
"W4211085233","W1498339752"
"W4211098831","W1498339752"
"W4211102953","W1498339752"
"W4211104280","W1498339752"
"W4211105241","W1498339752"
"W4211105978","W1989435151"
"W4211107826","W2123295839"
"W4211111255","W2123295839"
"W4211112567","W2123295839"
"W4211118573","W2123295839"
"W4211125527","W1498339752"
"W4211128525","W2123295839"
"W4211129443","W1498339752"
"W4211131127","W1989435151"
"W4211136493","W1498339752"
"W4211141299","W1498339752"
"W4211143145","W2123295839"
"W4211149238","W2123295839"
"W4211155059","W2123295839"
"W4211158261","W2123295839"
"W4211158311","W2123295839"
"W4211158965","W1498339752"
"W4211159960","W2123295839"
"W4211160512","W2123295839"
"W4211164893","W2123295839"
"W4211165657","W2123295839"
"W4211166510","W2123295839"
